epoch,accuracy,loss,val_accuracy,val_loss
0,0.7667776346206665,0.8726675510406494,0.8815789222717285,0.3962082862854004
1,0.8363217115402222,0.6092197895050049,0.7816985845565796,0.8089359998703003
2,0.8979251980781555,0.3600267469882965,0.970095694065094,0.0968487411737442
3,0.9153432250022888,0.2766876220703125,0.9336124658584595,0.19415834546089172
4,0.8989498019218445,0.36128073930740356,0.8588516712188721,0.5440930724143982
5,0.9281505942344666,0.23942109942436218,0.9796651005744934,0.0716974213719368
6,0.9293032884597778,0.23471492528915405,0.8319377899169922,0.6012290120124817
7,0.9153432250022888,0.29635605216026306,0.8821770548820496,0.37694239616394043
8,0.9444159865379333,0.17541958391666412,0.9790669679641724,0.07618667185306549
9,0.9277663826942444,0.23838864266872406,0.9252392053604126,0.23250341415405273
10,0.9314805269241333,0.22798262536525726,0.9168660044670105,0.2437411993741989
11,0.9415983557701111,0.19026218354701996,0.9826555252075195,0.06795819848775864
12,0.9244364500045776,0.25910890102386475,0.3947368562221527,2.576695680618286
13,0.9276382923126221,0.2304830253124237,0.9736841917037964,0.11195135116577148
14,0.9456967115402222,0.16622783243656158,0.9742823243141174,0.08485205471515656
15,0.9254610538482666,0.2585670053958893,0.8349282145500183,0.6208582520484924
16,0.9405737519264221,0.19760705530643463,0.9629186391830444,0.11680947244167328
17,0.946337103843689,0.17143167555332184,0.9748803973197937,0.08923746645450592
18,0.9226434230804443,0.2524265646934509,0.8869616985321045,0.6626186966896057
19,0.935835063457489,0.2133469432592392,0.9742823243141174,0.07766139507293701
20,0.9409579634666443,0.18881262838840485,0.6692583560943604,1.6052368879318237
21,0.9267417788505554,0.2551961839199066,0.8720095753669739,0.6997660398483276
