epoch,accuracy,loss,val_accuracy,val_loss
0,0.8127049207687378,0.6747590899467468,0.9002193212509155,0.3823571503162384
1,0.902732253074646,0.3841246962547302,0.7960526347160339,0.6426974534988403
2,0.9323770403862,0.23349368572235107,0.9309210777282715,0.21242547035217285
3,0.9377049207687378,0.2274630069732666,0.9024122953414917,0.32761701941490173
4,0.9558743238449097,0.14955614507198334,0.8640350699424744,1.183347463607788
5,0.9346994757652283,0.240582674741745,0.8771929740905762,0.34864020347595215
6,0.9536885023117065,0.1573568880558014,0.8640350699424744,0.5682732462882996
7,0.9519125819206238,0.1644005924463272,0.9210526347160339,0.7296451330184937
8,0.9482240676879883,0.19796958565711975,0.8947368264198303,0.3427441716194153
9,0.9607923626899719,0.13279014825820923,0.8333333134651184,1.281616449356079
10,0.9562841653823853,0.15957878530025482,0.9309210777282715,0.2130632847547531
11,0.9550546407699585,0.16113923490047455,0.9287280440330505,0.25433337688446045
12,0.9571038484573364,0.13650697469711304,0.8651315569877625,1.5270806550979614
