epoch,accuracy,loss,val_accuracy,val_loss
0,0.6441867351531982,1.1795332431793213,0.8810160160064697,0.5069900155067444
1,0.8287514448165894,0.6120501160621643,0.8736631274223328,0.3929325342178345
2,0.8569587469100952,0.4687582850456238,0.8522727489471436,0.5342980027198792
3,0.8891752362251282,0.3619753420352936,0.9304812550544739,0.2417876124382019
4,0.8976231217384338,0.3509020507335663,0.8863636255264282,0.3390970826148987
5,0.9106529355049133,0.2947588562965393,0.9311497211456299,0.22962646186351776
6,0.905927836894989,0.31042027473449707,0.9425133466720581,0.1795152723789215
7,0.9203894734382629,0.24464666843414307,0.9197860956192017,0.2563929557800293
8,0.9103665351867676,0.2861787676811218,0.9465240836143494,0.19298094511032104
9,0.9211053848266602,0.2612472474575043,0.884358286857605,0.3578242063522339
10,0.9205326437950134,0.25233060121536255,0.9211229681968689,0.2420991063117981
11,0.917812168598175,0.2666083872318268,0.9545454382896423,0.14759527146816254
12,0.9288373589515686,0.22845782339572906,0.9331550598144531,0.2452649623155594
13,0.9254009127616882,0.24903829395771027,0.9512032270431519,0.14278148114681244
14,0.9275487065315247,0.23960989713668823,0.9498662948608398,0.1587003767490387
15,0.9176689386367798,0.2695261836051941,0.9558823704719543,0.1506599336862564
16,0.9348511099815369,0.21760474145412445,0.9385026693344116,0.20831851661205292
17,0.9211053848266602,0.27586275339126587,0.9237967729568481,0.22366057336330414
18,0.9364261031150818,0.21225127577781677,0.9525400996208191,0.18399153649806976
19,0.9254009127616882,0.24111659824848175,0.9164438247680664,0.2740321755409241
20,0.925687313079834,0.23115405440330505,0.9298128485679626,0.23080575466156006
21,0.9294100999832153,0.22922807931900024,0.9572192430496216,0.13775478303432465
22,0.9233963489532471,0.2767857611179352,0.9358288645744324,0.3721419870853424
23,0.9077892303466797,0.3572322726249695,0.9084224700927734,0.2583494484424591
24,0.9082188010215759,0.34281474351882935,0.8208556175231934,0.806271493434906
25,0.8986254334449768,0.40339770913124084,0.9258021116256714,0.22410936653614044
26,0.9026346206665039,0.40457722544670105,0.8509358167648315,0.975627064704895
27,0.9153780341148376,0.29962465167045593,0.9117646813392639,0.27815768122673035
28,0.9150916337966919,0.30053210258483887,0.9231283664703369,0.273590087890625
29,0.8939003348350525,0.37217947840690613,0.9445187449455261,0.22091934084892273
30,0.888459324836731,0.4561678171157837,0.884358286857605,0.4207289516925812
31,0.8850229382514954,0.47707685828208923,0.8963903784751892,0.38289982080459595
