epoch,accuracy,loss,val_accuracy,val_loss
0,0.8043032884597778,0.7288669347763062,0.8905502557754517,0.38536667823791504
1,0.8867827653884888,0.371417373418808,0.9144737124443054,0.35517579317092896
2,0.9179047346115112,0.29212701320648193,0.9694976210594177,0.16073444485664368
3,0.9182889461517334,0.2733120024204254,0.9330143332481384,0.2062906175851822
4,0.9488985538482666,0.1713624745607376,0.9623205661773682,0.14808177947998047
5,0.9360911846160889,0.2130894511938095,0.9581339955329895,0.15088552236557007
6,0.9362192749977112,0.21930789947509766,0.945574164390564,0.16430768370628357
7,0.9600409865379333,0.12792852520942688,0.9629186391830444,0.13586392998695374
8,0.9428790807723999,0.19514772295951843,0.9724880456924438,0.12207766622304916
9,0.9477459192276001,0.1691572219133377,0.9144737124443054,0.35706984996795654
10,0.9674692749977112,0.10797972232103348,0.9665071964263916,0.1204124167561531
11,0.9346823692321777,0.22798961400985718,0.9449760913848877,0.16644568741321564
12,0.9587602615356445,0.12522286176681519,0.915669858455658,0.29973113536834717
13,0.9684938788414001,0.0993356928229332,0.9677033424377441,0.11734463274478912
14,0.9395492076873779,0.21816521883010864,0.9443780183792114,0.16722245514392853
15,0.9576075673103333,0.13863417506217957,0.9551435112953186,0.19146272540092468
16,0.9596567749977112,0.14506341516971588,0.9569377899169922,0.1679827719926834
17,0.9483862519264221,0.18870390951633453,0.9431818127632141,0.22380122542381287
18,0.9519723653793335,0.16631615161895752,0.9479665160179138,0.18732120096683502
