epoch,AUC_PR,accuracy,loss,val_AUC_PR,val_accuracy,val_loss
0,0.9638427495956421,0.8940678238868713,0.24601253867149353,0.9829127788543701,0.9328271150588989,0.16961246728897095
1,0.9782565236091614,0.9161016941070557,0.1901227980852127,0.9949422478675842,0.9643691778182983,0.1526111364364624
2,0.9809733629226685,0.9228813648223877,0.17939577996730804,0.9999656677246094,0.9982476830482483,0.08274756371974945
3,0.9825352430343628,0.9279661178588867,0.17000070214271545,0.99075847864151,0.9620327353477478,0.14284345507621765
4,0.9837963581085205,0.923305094242096,0.16370412707328796,0.9996870756149292,0.9877336621284485,0.05901060253381729
5,0.9830456972122192,0.9224576354026794,0.1688474863767624,0.9999819397926331,0.9982476830482483,0.05700540915131569
6,0.9857606887817383,0.9302965998649597,0.15470725297927856,0.9974499344825745,0.9848130941390991,0.08763373643159866
7,0.9850152134895325,0.930720329284668,0.15781967341899872,0.9994242787361145,0.9947429895401001,0.0828755721449852
8,0.9858782291412354,0.9326271414756775,0.152110293507576,0.9953305125236511,0.9725467562675476,0.15276847779750824
9,0.9865853190422058,0.933474600315094,0.14979641139507294,0.998960554599762,0.9842289686203003,0.06958326697349548
10,0.9867334365844727,0.9328389763832092,0.14859455823898315,0.9996429085731506,0.985981285572052,0.06317149102687836
0,0.9682056307792664,0.8923729062080383,0.23078538477420807,0.9990776181221008,0.9830607771873474,0.09210243076086044
1,0.980107843875885,0.9158898591995239,0.18238623440265656,0.9808877110481262,0.9164719581604004,0.18185962736606598
2,0.9832991361618042,0.9269067645072937,0.16791154444217682,0.9971113204956055,0.9696261882781982,0.1297496110200882
3,0.9848657846450806,0.9309322237968445,0.15857940912246704,0.9988516569137573,0.985397219657898,0.09482364356517792
4,0.9856809377670288,0.9372881650924683,0.1533990055322647,0.9999627470970154,0.9970794320106506,0.03829040750861168
5,0.9836007356643677,0.9275423884391785,0.16480617225170135,0.9938508868217468,0.9778037667274475,0.11764276772737503
6,0.9872486591339111,0.9379237294197083,0.1456444263458252,0.9996944665908813,0.9889018535614014,0.07754024863243103
7,0.9853479266166687,0.9322034120559692,0.15683701634407043,0.9955737590789795,0.9772196412086487,0.11700640618801117
8,0.986362874507904,0.9319915175437927,0.15134815871715546,0.9997574090957642,0.9929906725883484,0.06993167102336884
9,0.9862925410270691,0.9328389763832092,0.15136373043060303,0.9990417957305908,0.9830607771873474,0.11055956035852432
