Upload Audio Clip,Confidence Threshold,Mel Spectrogram,Predictions,flag,username,timestamp
flagged/Upload Audio Clip/478a6c95706416bc8eb1/6603900B.wav,0.5,flagged/Mel Spectrogram/57ed92f4727cab062ee6/image.webp,"[[1.        ]
 [0.71875018]]",,,2024-11-28 10:44:11.141734
