epoch,accuracy,loss,val_accuracy,val_loss
0,0.5514254570007324,1.9015556573867798,0.6469072103500366,1.6818723678588867
1,0.6651315689086914,1.2809277772903442,0.8054123520851135,0.7246409058570862
2,0.7675438523292542,0.8361049294471741,0.686855673789978,1.0531201362609863
3,0.7813596725463867,0.789810836315155,0.8769329786300659,0.5133072137832642
4,0.8089912533760071,0.6540145874023438,0.8782216310501099,0.4339269697666168
5,0.8382675647735596,0.5434966087341309,0.8775773048400879,0.4062148928642273
6,0.8355262875556946,0.5703572630882263,0.8724226951599121,0.48171135783195496
7,0.8656798005104065,0.4466058611869812,0.8949742317199707,0.4020722508430481
8,0.8461622595787048,0.4950616657733917,0.906572163105011,0.31453007459640503
9,0.8947368264198303,0.3498774766921997,0.8666236996650696,0.5201568007469177
10,0.8632675409317017,0.4522545635700226,0.8073453903198242,0.6403665542602539
11,0.8805921077728271,0.37932947278022766,0.6378865838050842,1.3363956212997437
12,0.8773026466369629,0.3859144151210785,0.43170103430747986,1.9483872652053833
13,0.8776316046714783,0.39320307970046997,0.8711340427398682,0.5071307420730591
14,0.8939692974090576,0.34193262457847595,0.8472937941551208,0.4861147105693817
15,0.8638157844543457,0.423875093460083,0.8079897165298462,0.587367594242096
16,0.8981359601020813,0.32665807008743286,0.8853092789649963,0.40790319442749023
17,0.8732455968856812,0.3981228470802307,0.9155927896499634,0.30600157380104065
18,0.9139254093170166,0.27788057923316956,0.8898195624351501,0.41185641288757324
19,0.8700658082962036,0.4310895800590515,0.8079897165298462,0.5938175916671753
20,0.8811403512954712,0.380363404750824,0.8421391844749451,0.5622946619987488
21,0.8816885948181152,0.38971057534217834,0.8911082744598389,0.36324065923690796
22,0.862500011920929,0.4830911159515381,0.8917526006698608,0.34987199306488037
23,0.8979166746139526,0.33343029022216797,0.8975515365600586,0.39550235867500305
24,0.8457236886024475,0.5536446571350098,0.8833763003349304,0.4161206781864166
25,0.8770833611488342,0.44594606757164,0.6333763003349304,1.2535653114318848
26,0.8224780559539795,0.7101849913597107,0.8614690899848938,0.5331608653068542
27,0.8728070259094238,0.4581536650657654,0.8576030731201172,0.5637760162353516
