epoch,accuracy,loss,val_accuracy,val_loss
0,0.4826829135417938,2.062828540802002,0.5029296875,1.901877999305725
1,0.6721951365470886,1.2543840408325195,0.6669921875,1.008294939994812
2,0.7439024448394775,0.9481347799301147,0.6689453125,1.2811486721038818
3,0.7513414621353149,0.8579399585723877,0.7841796875,0.7663757801055908
4,0.8054878115653992,0.6646788716316223,0.765625,0.8315032720565796
5,0.8196341395378113,0.6291332840919495,0.837890625,0.5646718740463257
6,0.8560975790023804,0.479002982378006,0.69140625,1.2108739614486694
7,0.8478049039840698,0.5227822065353394,0.7900390625,0.5942573547363281
8,0.8639024496078491,0.4367329180240631,0.73046875,1.1763901710510254
9,0.8632926940917969,0.454861581325531,0.765625,0.5949980616569519
10,0.8747560977935791,0.4071374237537384,0.7763671875,1.1269335746765137
11,0.8954877853393555,0.33758434653282166,0.759765625,0.7653045058250427
12,0.8751219511032104,0.41015732288360596,0.775390625,1.3328989744186401
13,0.8821951150894165,0.3930858075618744,0.7587890625,1.0094834566116333
14,0.8846341371536255,0.35316500067710876,0.56640625,3.000880002975464
15,0.8817073106765747,0.35320261120796204,0.7734375,0.7407034635543823
0,0.5082926750183105,1.989794135093689,0.41796875,2.043257713317871
1,0.6492682695388794,1.2842215299606323,0.7099609375,0.9300360083580017
2,0.7045121788978577,1.0094646215438843,0.705078125,1.147399663925171
3,0.8052439093589783,0.711929976940155,0.82421875,0.5237218141555786
4,0.8097561001777649,0.655364453792572,0.6640625,1.0372803211212158
5,0.8191463351249695,0.5640222430229187,0.8447265625,0.6453513503074646
6,0.8399999737739563,0.5360896587371826,0.7451171875,1.0164228677749634
7,0.820365846157074,0.5335725545883179,0.80859375,0.6709439158439636
8,0.8696341514587402,0.4425007700920105,0.7099609375,1.006796956062317
9,0.8626829385757446,0.43312421441078186,0.783203125,0.8095235228538513
10,0.8696341514587402,0.38401737809181213,0.732421875,1.4519214630126953
11,0.8828048706054688,0.3935421407222748,0.6806640625,1.4054583311080933
12,0.8445122241973877,0.43604597449302673,0.7275390625,1.5458353757858276
13,0.9020731449127197,0.3299279510974884,0.7783203125,0.9626153111457825
14,0.8543902635574341,0.4224840998649597,0.8212890625,1.0478647947311401
15,0.892926812171936,0.32363206148147583,0.8154296875,0.7621694803237915
