epoch,accuracy,loss,val_accuracy,val_loss
0,0.6881428360939026,1.066887378692627,0.653743326663971,1.4353327751159668
1,0.775857150554657,0.766384482383728,0.7887700796127319,0.6703811287879944
2,0.8485714197158813,0.4855804741382599,0.8495989441871643,0.5349141359329224
3,0.8600000143051147,0.4547320604324341,0.7994652390480042,0.6598455309867859
4,0.8774285912513733,0.40359270572662354,0.8870320916175842,0.35764625668525696
5,0.9114285707473755,0.2921355068683624,0.4799465239048004,3.6559083461761475
6,0.8968571424484253,0.33885887265205383,0.8863636255264282,0.32201293110847473
7,0.9222857356071472,0.25870874524116516,0.7366310358047485,0.7980151772499084
8,0.9089999794960022,0.29796791076660156,0.9231283664703369,0.24328888952732086
9,0.9277142882347107,0.2306123524904251,0.2954545319080353,7.791384220123291
10,0.9101428389549255,0.29452091455459595,0.856951892375946,0.6746771335601807
11,0.922428548336029,0.2542588412761688,0.8870320916175842,0.36785513162612915
12,0.930571436882019,0.21876688301563263,0.8001337051391602,0.7984869480133057
13,0.9304285645484924,0.23475731909275055,0.9004010558128357,0.28955164551734924
14,0.9449999928474426,0.1874600648880005,0.7934492230415344,0.7653881311416626
15,0.920714259147644,0.2669079303741455,0.9050801992416382,0.2855408489704132
16,0.9392856955528259,0.1944591999053955,0.3803475797176361,11.536861419677734
17,0.922428548336029,0.281382292509079,0.7660427689552307,1.0582362413406372
18,0.9210000038146973,0.261427104473114,0.8542780876159668,0.5426347255706787
