epoch,AUC_PR,accuracy,loss,val_AUC_PR,val_accuracy,val_loss
0,0.8271640539169312,0.73805832862854,0.8109438419342041,0.9431747794151306,0.8917025923728943,0.4021419584751129
1,0.8878998160362244,0.8092432022094727,0.6147336363792419,0.9539984464645386,0.9084051847457886,0.36120375990867615
0,0.8090973496437073,0.7226175665855408,0.8654769062995911,0.9529085755348206,0.9001068472862244,0.37954413890838623
1,0.8920398950576782,0.8090965151786804,0.6018641591072083,0.9481017589569092,0.8915598392486572,0.40079164505004883
2,0.9106451869010925,0.8333848714828491,0.5389311909675598,0.9620634317398071,0.9241452813148499,0.33870750665664673
3,0.9173530340194702,0.8387994766235352,0.5135625600814819,0.944244384765625,0.8995726704597473,0.4341926574707031
4,0.9200340509414673,0.8462252616882324,0.5013603568077087,0.973292350769043,0.9273504018783569,0.2703593969345093
5,0.9208360910415649,0.838335394859314,0.5003020763397217,0.949143648147583,0.8990384340286255,0.3750483989715576
6,0.9280120134353638,0.8576732873916626,0.4689125716686249,0.9631662368774414,0.9284188151359558,0.32176926732063293
7,0.940088152885437,0.8657178282737732,0.4214334487915039,0.9579992294311523,0.933226466178894,0.32055115699768066
8,0.9336444139480591,0.8581373691558838,0.4527415633201599,0.9528875350952148,0.9166666865348816,0.38775816559791565
9,0.9388702511787415,0.8641707897186279,0.43126949667930603,0.9591526985168457,0.9358974099159241,0.30358558893203735
