epoch,accuracy,loss,val_accuracy,val_loss
0,0.13716700673103333,11.969563484191895,0.5143540501594543,10.385637283325195
1,0.25268954038619995,11.066293716430664,0.5831339955329895,9.75645923614502
2,0.30571210384368896,10.690641403198242,0.47607654333114624,9.699150085449219
3,0.5180584192276001,9.864815711975098,0.6106459498405457,9.134013175964355
4,0.5055071711540222,9.716322898864746,0.4563397169113159,9.15646743774414
5,0.4538934528827667,9.552650451660156,0.5873205661773682,8.743607521057129
6,0.5777407884597778,9.077986717224121,0.7846890091896057,8.243936538696289
7,0.5430327653884888,8.977766036987305,0.665669858455658,8.465226173400879
8,0.4964139461517334,8.892674446105957,0.6507176756858826,8.150177955627441
9,0.6147540807723999,8.544633865356445,0.8690191507339478,7.8092827796936035
10,0.5152407884597778,8.679975509643555,0.7673444747924805,8.106654167175293
11,0.5681352615356445,8.493806838989258,0.7452152967453003,7.8236188888549805
12,0.6096311211585999,8.405621528625488,0.8534688949584961,7.725891590118408
13,0.4933401644229889,8.627828598022461,0.7978469133377075,7.932065963745117
14,0.6002817749977112,8.425439834594727,0.7751196026802063,7.841142177581787
15,0.6194928288459778,8.333792686462402,0.7117224931716919,7.811538219451904
16,0.49359631538391113,8.666175842285156,0.6381579041481018,7.960727214813232
17,0.6183401346206665,8.332275390625,0.6578947305679321,7.852136135101318
18,0.569287896156311,8.503716468811035,0.744617223739624,7.917944431304932
19,0.47195184230804443,8.739620208740234,0.5849282145500183,8.193470001220703
