epoch,accuracy,loss,val_accuracy,val_loss
0,0.800561785697937,0.7229596972465515,0.8296783566474915,1.0771154165267944
1,0.8890449404716492,0.4271077513694763,0.942251443862915,0.18595603108406067
2,0.9133895039558411,0.29066163301467896,0.9203216433525085,0.2319444864988327
3,0.9341447949409485,0.21381328999996185,0.8684210777282715,0.832425057888031
4,0.9294631481170654,0.23013991117477417,0.9400584697723389,0.21457605063915253
5,0.9438202381134033,0.18775992095470428,0.9217836260795593,0.21868443489074707
6,0.9530274868011475,0.1451537162065506,0.8888888955116272,1.1150000095367432
7,0.9430399537086487,0.1941857933998108,0.9122806787490845,0.2679663300514221
8,0.9534956216812134,0.14870820939540863,0.9554093480110168,0.13915134966373444
9,0.9622347354888916,0.12473355978727341,0.8823099136352539,1.0594922304153442
10,0.9509987235069275,0.16160492599010468,0.8815789222717285,0.3689206540584564
11,0.9580212235450745,0.14250686764717102,0.9751461744308472,0.08558261394500732
12,0.9645755290985107,0.10980849713087082,0.9714912176132202,0.09220533072948456
13,0.9503745436668396,0.15712609887123108,0.8538011908531189,0.43702957034111023
14,0.9608302116394043,0.12744635343551636,0.9700292348861694,0.09581568837165833
15,0.96613609790802,0.11057749390602112,0.9649122953414917,0.11185327917337418
16,0.959113597869873,0.14700542390346527,0.9100877046585083,0.33216798305511475
17,0.9606741666793823,0.13220994174480438,0.875,0.4131115972995758
18,0.9573969841003418,0.1342177540063858,0.9605262875556946,0.15581656992435455
19,0.9566166996955872,0.1635507047176361,0.8494151830673218,0.6260861158370972
20,0.9559925198554993,0.1371799111366272,0.8998538255691528,0.5227059721946716
21,0.9575530290603638,0.14211463928222656,0.9700292348861694,0.13126935064792633
