epoch,AUC_PR,accuracy,loss,val_AUC_PR,val_accuracy,val_loss
0,0.6629520058631897,0.5705252885818481,1.2403590679168701,0.8823314905166626,0.7696917653083801,0.6273627877235413
1,0.7564321756362915,0.6485894918441772,1.0129855871200562,0.9140018224716187,0.8090753555297852,0.5225472450256348
2,0.7771978974342346,0.6607490181922913,0.9444198608398438,0.9289602041244507,0.8433219194412231,0.47747117280960083
3,0.7958974838256836,0.6843385100364685,0.8950085639953613,0.9296324253082275,0.8381849527359009,0.45732805132865906
4,0.8032295107841492,0.6940661668777466,0.8822460770606995,0.9293718934059143,0.8116438388824463,0.4550250470638275
5,0.8017252683639526,0.6848248839378357,0.8717479109764099,0.9339051246643066,0.8433219194412231,0.44335466623306274
6,0.805362343788147,0.6882295608520508,0.8591113090515137,0.943840742111206,0.8553082346916199,0.4085758924484253
7,0.8026330471038818,0.6836089491844177,0.8785767555236816,0.9347372055053711,0.846746563911438,0.4299945831298828
8,0.8091204166412354,0.6977140307426453,0.8520418405532837,0.9265716671943665,0.8133561611175537,0.4648835062980652
9,0.8097003698348999,0.6986867785453796,0.8513585925102234,0.9335161447525024,0.8253424763679504,0.4494453966617584
10,0.8136368989944458,0.693336546421051,0.8398341536521912,0.9309445023536682,0.8493150472640991,0.45302659273147583
11,0.8263241648674011,0.718142032623291,0.8163358569145203,0.9463405013084412,0.8484588861465454,0.3875770568847656
12,0.8321492671966553,0.7215467095375061,0.7916378974914551,0.9414215683937073,0.8441780805587769,0.40709349513053894
0,0.6714150309562683,0.576361894607544,1.237609624862671,0.8845731616020203,0.7876712083816528,0.6441357731819153
1,0.7478233575820923,0.6374027132987976,1.0233099460601807,0.9011197090148926,0.8107876777648926,0.5898950099945068
2,0.7809323072433472,0.6653696298599243,0.9319130778312683,0.9186404943466187,0.806506872177124,0.5143930912017822
3,0.7916020750999451,0.6746109127998352,0.908665120601654,0.93804532289505,0.8373287916183472,0.439453661441803
4,0.7943543195724487,0.6814202070236206,0.8955965638160706,0.9336554408073425,0.8672945499420166,0.44680842757225037
5,0.7957828044891357,0.6865272521972656,0.9013118743896484,0.9342426061630249,0.8364726305007935,0.4478645920753479
6,0.8130167126655579,0.6994163393974304,0.8487569093704224,0.9267863035202026,0.8210616707801819,0.4807111620903015
7,0.8053479194641113,0.6889591217041016,0.8641037940979004,0.9348024129867554,0.8279109597206116,0.43906381726264954
8,0.809431791305542,0.6928501725196838,0.8522036075592041,0.9377840757369995,0.851883590221405,0.42839717864990234
