epoch,accuracy,loss,val_accuracy,val_loss
0,0.8452970385551453,37.318058013916016,0.5769230723381042,471.59716796875
1,0.6695544719696045,54.17607498168945,0.26923078298568726,504.7297058105469
2,0.4294554591178894,8.668560028076172,0.875,1.762796401977539
3,0.5853960514068604,1.7813150882720947,0.2211538404226303,21.772768020629883
4,0.4133663475513458,2.5092854499816895,0.5288461446762085,17.81267547607422
5,0.7029703259468079,1.2919921875,0.07692307978868484,99.26345825195312
6,0.47896039485931396,3.380570888519287,0.0,37.993465423583984
7,0.8094059228897095,1.0497099161148071,0.18269230425357819,15.478169441223145
8,0.43316832184791565,4.324403762817383,0.3365384638309479,181.2217559814453
9,0.8490098714828491,0.7341299653053284,0.682692289352417,9.06175422668457
10,0.4925742447376251,3.193082571029663,0.09615384787321091,79.65874481201172
11,0.5866336822509766,1.952401041984558,0.29807692766189575,6.99060583114624
12,0.5272276997566223,1.851338267326355,0.0,46.02080535888672
0,0.30422332882881165,5.860051155090332,0.5064516067504883,2.3008041381835938
1,0.3279348611831665,2.7005772590637207,0.11612903326749802,2.758436918258667
2,0.3190765976905823,2.7704124450683594,0.03387096896767616,3.7896995544433594
3,0.37383678555488586,2.434572696685791,0.35241934657096863,2.6970841884613037
4,0.4064960777759552,2.4143495559692383,0.23548386991024017,2.6761200428009033
5,0.44828203320503235,2.1636786460876465,0.5725806355476379,1.594204068183899
6,0.4148174524307251,2.2481486797332764,0.4588709771633148,2.264005422592163
7,0.4852362275123596,2.0797243118286133,0.43387097120285034,2.225893020629883
8,0.5011631846427917,2.2023255825042725,0.28145161271095276,4.802944660186768
9,0.40595918893814087,2.3856945037841797,0.4508064389228821,2.4941866397857666
10,0.5202218890190125,1.9527957439422607,0.6427419185638428,1.5983004570007324
11,0.5764137506484985,1.6512855291366577,0.5274193286895752,2.0933306217193604
12,0.5934144854545593,1.6520088911056519,0.6048387289047241,1.697102427482605
13,0.6245526075363159,1.5129170417785645,0.6080645322799683,2.2780919075012207
14,0.623031497001648,1.4741841554641724,0.46612903475761414,2.1831507682800293
15,0.6437902450561523,1.4201016426086426,0.5887096524238586,1.6899725198745728
16,0.646385133266449,1.6644288301467896,0.5975806713104248,1.6522738933563232
17,0.5872405171394348,1.5573655366897583,0.64838707447052,1.4713120460510254
18,0.6491588950157166,1.3795881271362305,0.5701612830162048,2.235409736633301
19,0.6785969734191895,1.2460827827453613,0.52338707447052,1.9143495559692383
20,0.6206156015396118,1.4948662519454956,0.6911290287971497,1.1637935638427734
21,0.67877596616745,1.2665295600891113,0.6459677219390869,1.7619547843933105
22,0.6656227707862854,1.2980759143829346,0.6177419424057007,1.5432485342025757
23,0.6674123406410217,1.313270926475525,0.5903225541114807,1.5316251516342163
24,0.7055296897888184,1.2085069417953491,0.6387096643447876,2.306224822998047
25,0.6864709854125977,1.1857789754867554,0.7217742204666138,1.3229501247406006
26,0.7083035111427307,1.156826376914978,0.7008064389228821,2.2264163494110107
27,0.7374731302261353,1.0782239437103271,0.6629032492637634,1.3948394060134888
28,0.6731388568878174,1.2594082355499268,0.7241935729980469,1.022305965423584
29,0.7232462167739868,1.0959805250167847,0.7072580456733704,0.9975637197494507
30,0.760021448135376,0.8908215761184692,0.725806474685669,1.0682507753372192
31,0.7006084322929382,1.1606650352478027,0.8403225541114807,0.710136353969574
32,0.749015748500824,0.955335259437561,0.6524193286895752,1.8879530429840088
33,0.7204724550247192,1.1348557472229004,0.07258064299821854,6.7436041831970215
34,0.7127773761749268,1.1174495220184326,0.7314516305923462,1.6916359663009644
35,0.7692376375198364,0.8686213493347168,0.5266128778457642,2.7070577144622803
36,0.7432891726493835,0.9606706500053406,0.5177419185638428,1.4566071033477783
0,0.6311171650886536,1.5073202848434448,0.6958763003349304,1.5692840814590454
