epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
6,0.193386971950531,0.19844907522201538,0.6155557632446289,0.1785058230161667,0.15431566536426544,0.6483336091041565
7,0.1874743103981018,0.1995830088853836,0.625459611415863,0.17515909671783447,0.15341126918792725,0.6672797203063965
8,0.18190693855285645,0.20831088721752167,0.6400607228279114,0.17438210546970367,0.16672666370868683,0.6768088340759277
9,0.178866907954216,0.20889893174171448,0.6444268226623535,0.17635726928710938,0.1662624180316925,0.6578260660171509
10,0.1740315556526184,0.21433372795581818,0.6523475050926208,0.17120251059532166,0.1809847503900528,0.6871399879455566
11,0.1755729764699936,0.20963096618652344,0.642553448677063,0.1777607500553131,0.1703071892261505,0.6665025949478149
12,0.16877225041389465,0.21803061664104462,0.66313636302948,0.17729231715202332,0.17455369234085083,0.6733986735343933
13,0.16818638145923615,0.21462228894233704,0.6569094657897949,0.18508879840373993,0.1772659718990326,0.6337446570396423
14,0.16219043731689453,0.2264038324356079,0.6774334907531738,0.18668411672115326,0.17516003549098969,0.6310524940490723
15,0.161165252327919,0.22097188234329224,0.6712353825569153,0.18248046934604645,0.17105378210544586,0.6592689752578735
16,0.1560421735048294,0.23193688690662384,0.6817046999931335,0.1883498579263687,0.17900262773036957,0.6336835622787476
17,0.15270549058914185,0.23011453449726105,0.681940495967865,0.18851466476917267,0.16972815990447998,0.6463358998298645
18,0.15835940837860107,0.2348211407661438,0.6851818561553955,0.19407127797603607,0.17830590903759003,0.6084043979644775
19,0.15326008200645447,0.2329336255788803,0.6879426836967468,0.19738464057445526,0.16844171285629272,0.5881367921829224
20,0.1477590948343277,0.24068018794059753,0.6967737674713135,0.18268008530139923,0.19677571952342987,0.6446148753166199
