epoch,AUC_PR,accuracy,loss,val_AUC_PR,val_accuracy,val_loss
0,0.8669188618659973,0.7909882664680481,0.7358027696609497,0.881667971611023,0.7715611457824707,0.6570173501968384
1,0.9459501504898071,0.8837064504623413,0.41036686301231384,0.9047335386276245,0.8348799347877502,0.5790185332298279
2,0.9588862657546997,0.9026458859443665,0.33694857358932495,0.8754763603210449,0.7931222915649414,0.7412286996841431
3,0.967138409614563,0.921528697013855,0.29088422656059265,0.8734554648399353,0.8485261797904968,0.6795392036437988
4,0.9669668078422546,0.9219244718551636,0.2893320620059967,0.9177206754684448,0.9006550312042236,0.6331743597984314
5,0.9730699062347412,0.9313093423843384,0.24816156923770905,0.9198489189147949,0.8990174531936646,0.47424179315567017
6,0.9780517816543579,0.934418797492981,0.22573746740818024,0.8994683027267456,0.9047489166259766,1.0159614086151123
7,0.9786620140075684,0.9386589527130127,0.22327183187007904,0.5821294784545898,0.6446506381034851,2.4208693504333496
8,0.9781442880630493,0.938319742679596,0.22259356081485748,0.9846723675727844,0.9429585337638855,0.17975208163261414
9,0.9801984429359436,0.94465172290802,0.20360702276229858,0.9104788303375244,0.8990174531936646,0.5740439891815186
10,0.9767240881919861,0.9385458827018738,0.22416293621063232,0.8764104843139648,0.8556222915649414,0.6795121431350708
11,0.9775346517562866,0.9399027824401855,0.22730033099651337,0.9217534065246582,0.9167576432228088,1.124265193939209
12,0.9834134578704834,0.9490049481391907,0.18309597671031952,0.9649869203567505,0.9274017214775085,0.2907383143901825
13,0.9804443120956421,0.9421641826629639,0.20521146059036255,0.9119422435760498,0.9104803204536438,0.785308301448822
14,0.9822225570678711,0.9469696879386902,0.19101431965827942,0.8614592552185059,0.8932860493659973,1.9702845811843872
15,0.9833564758300781,0.9509837031364441,0.1788155734539032,0.9034767150878906,0.8872816562652588,0.6112365126609802
16,0.9840208292007446,0.9516056180000305,0.18015897274017334,0.9640082120895386,0.9167576432228088,0.32950952649116516
17,0.983279287815094,0.9516621232032776,0.17993107438087463,0.8544216752052307,0.8840065598487854,1.3118267059326172
18,0.983397901058197,0.9497964978218079,0.1831027716398239,0.9892697930335999,0.9596070051193237,0.15170010924339294
19,0.9826615452766418,0.9487788081169128,0.18467095494270325,0.8703187704086304,0.8897379636764526,1.702899694442749
20,0.9832930564880371,0.9529059529304504,0.18808667361736298,0.978525698184967,0.9486899375915527,0.22083806991577148
21,0.9857915639877319,0.9557327032089233,0.1605585217475891,0.8980730772018433,0.8995633125305176,1.0508966445922852
22,0.9848142862319946,0.9507575631141663,0.1754990518093109,0.915162205696106,0.9181222915649414,1.4272146224975586
23,0.9817618727684021,0.948383092880249,0.19409310817718506,0.9720488786697388,0.932860255241394,0.2550913989543915
24,0.9867140054702759,0.9583898782730103,0.15436182916164398,0.8325281739234924,0.875545859336853,1.5949819087982178
25,0.9839181900024414,0.9510402679443359,0.18171855807304382,0.9830676317214966,0.9590611457824707,0.17896538972854614
26,0.9840481877326965,0.9539800882339478,0.17000845074653625,0.9211319088935852,0.9186681509017944,1.6224764585494995
27,0.9852118492126465,0.9554499983787537,0.16578218340873718,0.8896984457969666,0.8883733749389648,2.0345354080200195
28,0.985457181930542,0.9584463834762573,0.16759327054023743,0.8974322080612183,0.8799126744270325,0.9416344165802002
